ten_cong_ty,ma_so_thue,slug
DOANH NGHIỆP TƯ NHÂN SẢN XUẤT THƯƠNG MẠI VÂN HÀ, 0105061296,/0105061296-doanh-nghiep-tu-nhan-san-xuat-thuong-mai-van-ha
TRƯỜNG TIỂU HỌC ĐÔNG SƠN, 0500607233,/0500607233-truong-tieu-hoc-dong-son
CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ PHÁT TRIỂN NAM CHUNG, 0101784826,/0101784826-cong-ty-co-phan-thuong-mai-va-phat-trien-nam-chung
CÔNG TY TNHH SẢN XUẤT VÀ XUẤT NHẬP KHẨU MẠNH VỮNG, 0103747499,/0103747499-cong-ty-tnhh-san-xuat-va-xuat-nhap-khau-manh-vung
CÔNG TY TNHH MÂY TRE HẢI HUẾ, 0500478193,/0500478193-cong-ty-tnhh-may-tre-hai-hue
CÔNG TY TNHH THỨC ĂN CHĂN NUÔI HÒA PHÁT, 0105758873,/0105758873-cong-ty-tnhh-thuc-an-chan-nuoi-hoa-phat
CÔNG TY TNHH ĐẦU TƯ PHÁT TRIỂN THƯƠNG MẠI BẢO THU, 0105472708,/0105472708-cong-ty-tnhh-dau-tu-phat-trien-thuong-mai-bao-thu
CÔNG TY CỔ PHẦN CÔNG TRÌNH GIAO THÔNG THĂNG LONG, 0500428435,/0500428435-cong-ty-co-phan-cong-trinh-giao-thong-thang-long
CÔNG TY TNHH ĐẦU TƯ DỊCH VỤ HỒNG HÀ, 0104357283,/0104357283-cong-ty-tnhh-dau-tu-dich-vu-hong-ha
CÔNG TY CỔ PHẦN V-PLUS VIỆT NAM, 0104739236,/0104739236-cong-ty-co-phan-v-plus-viet-nam
CÔNG TY TNHH MỘT THÀNH VIÊN LÊ ANH DUY, 0105658822,/0105658822-cong-ty-tnhh-mot-thanh-vien-le-anh-duy
DOANH NGHIỆP TƯ NHÂN MÂY TRE TRỌNG TUẤN, 0105715622,/0105715622-doanh-nghiep-tu-nhan-may-tre-trong-tuan
"CÔNG TY TNHH MÂY TRE ĐAN XUẤT KHẨU PHÚC THỌ (CẤP LẠI LẦN 1 DO MẤT BẢN GỐC GCNĐKDN, NGÀY 23/12/2010)", 0500493554,/0500493554-cong-ty-tnhh-may-tre-dan-xuat-khau-phuc-tho-cap-lai-lan-1-do-mat-ban-goc-gcndkdn-ngay-23122010
CÔNG TY CỔ PHẦN THƯƠNG MẠI TỔNG HỢP HÀ KIỀU THANH, 0104235084,/0104235084-cong-ty-co-phan-thuong-mai-tong-hop-ha-kieu-thanh
CÔNG TY TNHH PHÁT TRIỂN THƯƠNG MẠI NGỌC TÚ, 0500556229,/0500556229-cong-ty-tnhh-phat-trien-thuong-mai-ngoc-tu
CÔNG TY TNHH THAN OPK VIỆT NAM, 0110806811,/0110806811-cong-ty-tnhh-than-opk-viet-nam
CHI NHÁNH 01 – CÔNG TY TNHH XÂY DỰNG LẮP ĐẶT THIẾT BỊ PHƯƠNG EME, 0110728779-003,/0110728779-003-chi-nhanh-01-cong-ty-tnhh-xay-dung-lap-dat-thiet-bi-phuong-eme
CÔNG TY CỔ PHẦN MOONJI, 0110547324,/0110547324-cong-ty-co-phan-moonji
CÔNG TY TNHH GARA Ô TÔ MINH ANH, 0110536996,/0110536996-cong-ty-tnhh-gara-o-to-minh-anh
CÔNG TY TNHH THƯƠNG MẠI XÂY DỰNG PHÒNG CHÁY CHỮA CHÁY MINH TÂN, 0110527864,/0110527864-cong-ty-tnhh-thuong-mai-xay-dung-phong-chay-chua-chay-minh-tan
CÔNG TY TNHH DVTM SAO VIỆT D&D, 0110483712,/0110483712-cong-ty-tnhh-dvtm-sao-viet-d-d
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ PHÚ HUYỀN, 0110377739,/0110377739-cong-ty-tnhh-thuong-mai-va-dich-vu-phu-huyen
CÔNG TY TNHH BÌNH MINH ICLOUD, 0110361217,/0110361217-cong-ty-tnhh-binh-minh-icloud
CÔNG TY CỔ PHẦN THƯƠNG MẠI CÁM NGŨ GIA VIỆT NAM, 0110261572,/0110261572-cong-ty-co-phan-thuong-mai-cam-ngu-gia-viet-nam
CÔNG TY TNHH ĐẦU TƯ & PHÁT TRIỂN JINDO VIỆT NAM, 0110150488,/0110150488-cong-ty-tnhh-dau-tu-phat-trien-jindo-viet-nam
CÔNG TY TNHH XÂY DỰNG PHÁT TRIỂN VÀ ĐẦU TƯ PHÁT LỘC HÀ NỘI, 0109820674,/0109820674-cong-ty-tnhh-xay-dung-phat-trien-va-dau-tu-phat-loc-ha-noi
CÔNG TY TNHH ĐẦU TƯ PHÁT TRIỂN VÀ THƯƠNG MẠI DỊCH VỤ TRUNG THÀNH, 0109530559,/0109530559-cong-ty-tnhh-dau-tu-phat-trien-va-thuong-mai-dich-vu-trung-thanh
CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG VẬN TẢI VÀ THƯƠNG MẠI LONG THỊNH PHÁT, 0109525781,/0109525781-cong-ty-co-phan-dau-tu-xay-dung-van-tai-va-thuong-mai-long-thinh-phat
CÔNG TY TNHH ĐT & PT GIẢI PHÁP THĂNG LONG, 0109249891,/0109249891-cong-ty-tnhh-dt-pt-giai-phap-thang-long
CÔNG TY TNHH VIỄN THÔNG ĐIỆP TRẦN, 0108511049,/0108511049-cong-ty-tnhh-vien-thong-diep-tran
CÔNG TY TNHH XÂY DỰNG VÀ THƯƠNG MẠI KTB VIỆT NAM, 0109129347,/0109129347-cong-ty-tnhh-xay-dung-va-thuong-mai-ktb-viet-nam
HỢP TÁC XÃ NÔNG NGHIỆP HÒA CHÍNH, 0108702621,/0108702621-hop-tac-xa-nong-nghiep-hoa-chinh
CÔNG TY TNHH TRUNG THÀNH T&T HÀ NỘI, 0108085009,/0108085009-cong-ty-tnhh-trung-thanh-t-t-ha-noi
CÔNG TY TNHH XÂY DỰNG VÀ THƯƠNG MẠI TRƯỜNG ĐỨC PHÁT, 0107644896,/0107644896-cong-ty-tnhh-xay-dung-va-thuong-mai-truong-duc-phat
CÔNG TY TNHH ĐẦU TƯ TÂY SÔNG ĐÁY, 0108384753,/0108384753-cong-ty-tnhh-dau-tu-tay-song-day
UBND XÃ HOÀ CHÍNH, 0103995300,/0103995300-ubnd-xa-hoa-chinh
TRƯỜNG THCS HÒA CHÍNH, 0103996174,/0103996174-truong-thcs-hoa-chinh
TRƯỜNG TIỂU HỌC HOÀ CHÍNH, 0103996946,/0103996946-truong-tieu-hoc-hoa-chinh
TRƯỜNG MẦM NON HOÀ CHÍNH, 0104130518,/0104130518-truong-mam-non-hoa-chinh
CÔNG TY TNHH XÂY DỰNG VÀ THƯƠNG MẠI ÁNH QUÂN, 0107454535,/0107454535-cong-ty-tnhh-xay-dung-va-thuong-mai-anh-quan
CÔNG TY TNHH KDTM SAO VIỆT D&D, 0107478448,/0107478448-cong-ty-tnhh-kdtm-sao-viet-d-d
CÔNG TY TNHH ĐẦU TƯ PHÁT TRIỂN THUẬN PHONG, 0107838316,/0107838316-cong-ty-tnhh-dau-tu-phat-trien-thuan-phong
CÔNG TY TNHH MÁY MÓC THIẾT BỊ HLVINA, 0108029910,/0108029910-cong-ty-tnhh-may-moc-thiet-bi-hlvina
CÔNG TY CỔ PHẦN SẢN XUẤT SƠN MIỀN BẮC, 0108367652,/0108367652-cong-ty-co-phan-san-xuat-son-mien-bac
CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ VÀ ĐẦU TƯ THIÊN PHONG, 0108016407,/0108016407-cong-ty-tnhh-san-xuat-thuong-mai-dich-vu-va-dau-tu-thien-phong
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VIỄN THÔNG LINH AN, 0107924163,/0107924163-cong-ty-tnhh-thuong-mai-dich-vu-vien-thong-linh-an
CÔNG TY TNHH THƯƠNG MẠI VẬN TẢI VÀ XÂY DỰNG THÀNH AN, 0105278080,/0105278080-cong-ty-tnhh-thuong-mai-van-tai-va-xay-dung-thanh-an
CÔNG TY TNHH TRIỆU PHÚ, 0500588206,/0500588206-cong-ty-tnhh-trieu-phu
HỢP TÁC XÃ VẬN TẢI THUỶ HOÀ CHÍNH, 0500355219,/0500355219-hop-tac-xa-van-tai-thuy-hoa-chinh
VŨ QUYẾT THẮNG, 0103995300-001,/0103995300-001-vu-quyet-thang
CÔNG TY TNHH VẬN TẢI DUY KHÁNH, 0500466991,/0500466991-cong-ty-tnhh-van-tai-duy-khanh
CÔNG TY CỔ PHẦN THƯƠNG MẠI BIA TƯƠI VIỆT NAM, 0104936026,/0104936026-cong-ty-co-phan-thuong-mai-bia-tuoi-viet-nam
CÔNG TY CỔ PHẦN XÂY DỰNG DỊCH VỤ & THƯƠNG MẠI DCL, 0104592199,/0104592199-cong-ty-co-phan-xay-dung-dich-vu-thuong-mai-dcl
CÔNG TY TNHH TAL FASHION STYLE, 0110991385,/0110991385-cong-ty-tnhh-tal-fashion-style
CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI TGREEN, 0110981940,/0110981940-cong-ty-tnhh-san-xuat-va-thuong-mai-tgreen
CÔNG TY TNHH XÂY DỰNG VÀ ĐẦU TƯ PHÁT LỘC HÀ NỘI, 0110953372,/0110953372-cong-ty-tnhh-xay-dung-va-dau-tu-phat-loc-ha-noi
CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ ROYAL DRAGON, 0110409652,/0110409652-cong-ty-co-phan-duoc-pham-quoc-te-royal-dragon
CÔNG TY CỔ PHẦN TÂN THÀNH AN, 0500557374,/0500557374-cong-ty-co-phan-tan-thanh-an
CÔNG TY TNHH TIẾN LỰC, 0500440217,/0500440217-cong-ty-tnhh-tien-luc
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ P&T VIỆT NAM, 0111068557,/0111068557-cong-ty-tnhh-thuong-mai-dich-vu-p-t-viet-nam
CÔNG TY TNHH MÁI BẠT DI DỘNG THÀNH ĐẠT, 0111028917,/0111028917-cong-ty-tnhh-mai-bat-di-dong-thanh-dat
CÔNG TY TNHH DỊCH VỤ XÂY DỰNG C.A.S VIỆT NAM, 0111002323,/0111002323-cong-ty-tnhh-dich-vu-xay-dung-c-a-s-viet-nam
CÔNG TY TNHH THƯƠNG MẠI VÀ XÂY DỰNG NỘI THẤT ALO DECOR, 0110976718,/0110976718-cong-ty-tnhh-thuong-mai-va-xay-dung-noi-that-alo-decor
CÔNG TY TNHH CPI (CARTON PAPER INDUSTRY), 0110965459,/0110965459-cong-ty-tnhh-cpi-carton-paper-industry
CÔNG TY TNHH GLOBAL CITIZENS ACADEMY, 0110965360,/0110965360-cong-ty-tnhh-global-citizens-academy
CÔNG TY CỔ PHẦN KIẾN TRÚC & NỘI THẤT MODERNLUX DESIGN, 0110958469,/0110958469-cong-ty-co-phan-kien-truc-noi-that-modernlux-design
CÔNG TY TNHH XÂY DỰNG DỊCH VỤ BÌNH AN 789, 0110941112,/0110941112-cong-ty-tnhh-xay-dung-dich-vu-binh-an-789
CÔNG TY TNHH CÔNG NGHIỆP HQM, 0110933714,/0110933714-cong-ty-tnhh-cong-nghiep-hqm
CÔNG TY TNHH KINH DOANH BẤT ĐỘNG SẢN ĐĂNG KHÔI, 0110899661,/0110899661-cong-ty-tnhh-kinh-doanh-bat-dong-san-dang-khoi
CÔNG TY TNHH CƠ KHÍ - XD - DV THƯƠNG MẠI - TÂN HÒA PHÁT, 0110899693,/0110899693-cong-ty-tnhh-co-khi-xd-dv-thuong-mai-tan-hoa-phat
"CÔNG TY TNHH LƯƠNG THỰC, THỰC PHẨM CÔNG HÀ", 0110841421,/0110841421-cong-ty-tnhh-luong-thuc-thuc-pham-cong-ha
CÔNG TY TNHH IN ĐẠI NGHĨA, 0110711373,/0110711373-cong-ty-tnhh-in-dai-nghia
CÔNG TY TNHH GIẢI PHÁP KỸ THUẬT NSTECH, 0110709582,/0110709582-cong-ty-tnhh-giai-phap-ky-thuat-nstech
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ LONG CHI, 0110593391,/0110593391-cong-ty-tnhh-thuong-mai-va-dich-vu-long-chi
CÔNG TY TNHH COLORME, 0110559376,/0110559376-cong-ty-tnhh-colorme
CÔNG TY TNHH MỘT THÀNH VIÊN HOÀNG HẢI PHÁT, 0110538432,/0110538432-cong-ty-tnhh-mot-thanh-vien-hoang-hai-phat
CÔNG TY TNHH NĂNG LƯỢNG TÁI TẠO CÁT LINH, 0110536971,/0110536971-cong-ty-tnhh-nang-luong-tai-tao-cat-linh
CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI BAO BÌ ANH THƯ, 0110414701,/0110414701-cong-ty-tnhh-san-xuat-va-thuong-mai-bao-bi-anh-thu
CÔNG TY CỔ PHẦN TVXD NAM DƯƠNG, 0110385680,/0110385680-cong-ty-co-phan-tvxd-nam-duong
CÔNG TY TNHH DƯỢC PHẨM BẢO ANH, 0110317747,/0110317747-cong-ty-tnhh-duoc-pham-bao-anh
CÔNG TY TNHH XÂY DỰNG VẬN TẢI VÀ THƯƠNG MẠI MTP, 0110276434,/0110276434-cong-ty-tnhh-xay-dung-van-tai-va-thuong-mai-mtp
CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI BÙI DŨNG, 0110243213,/0110243213-cong-ty-tnhh-dich-vu-va-thuong-mai-bui-dung
CÔNG TY TNHH GRATECH, 0110242160,/0110242160-cong-ty-tnhh-gratech
CÔNG TY TNHH CƠ KHÍ VÀ THIẾT BỊ CÔNG NGHIỆP HÒA PHÁT, 0110236784,/0110236784-cong-ty-tnhh-co-khi-va-thiet-bi-cong-nghiep-hoa-phat
CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI GIẢI TRÍ ĐẠI DƯƠNG 13.68, 0110176133,/0110176133-cong-ty-tnhh-dau-tu-thuong-mai-giai-tri-dai-duong-13-68
CÔNG TY TNHH XÂY DỰNG THƯƠNG MẠI VÀ CƠ KHÍ NAM CƯỜNG, 0110125548,/0110125548-cong-ty-tnhh-xay-dung-thuong-mai-va-co-khi-nam-cuong
CÔNG TY CỔ PHẦN KIM NGỌC MỸ, 0110102910,/0110102910-cong-ty-co-phan-kim-ngoc-my
CÔNG TY TNHH XÂY DỰNG VÀ THƯƠNG MẠI THỊNH PHÁT 88, 0110081763,/0110081763-cong-ty-tnhh-xay-dung-va-thuong-mai-thinh-phat-88
CÔNG TY CỔ PHẦN HỢP TÁC QUỐC TẾ ĐẠI VIỆT, 0110076763,/0110076763-cong-ty-co-phan-hop-tac-quoc-te-dai-viet
CÔNG TY TNHH KỸ THUẬT CƠ ĐIỆN HEC, 0110025800,/0110025800-cong-ty-tnhh-ky-thuat-co-dien-hec
CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI HOÀNG NGUYỄN, 0109994487,/0109994487-cong-ty-co-phan-dau-tu-thuong-mai-hoang-nguyen
CÔNG TY TNHH PHÁT TRIỂN HÙNG DŨNG, 0109824083,/0109824083-cong-ty-tnhh-phat-trien-hung-dung
CÔNG TY TNHH XÂY DỰNG THƯƠNG MẠI DỊCH VỤ NGUYỄN DU, 0109757694,/0109757694-cong-ty-tnhh-xay-dung-thuong-mai-dich-vu-nguyen-du
CÔNG TY TNHH DỊCH VỤ VÀ VẬN TẢI HÒA ANH, 0109522283,/0109522283-cong-ty-tnhh-dich-vu-va-van-tai-hoa-anh
CÔNG TY TNHH ĐẦU TƯ XUẤT NHẬP KHẨU ĐẠI HƯNG, 0109516554,/0109516554-cong-ty-tnhh-dau-tu-xuat-nhap-khau-dai-hung
CÔNG TY TNHH THƯƠNG MẠI XUẤT NHẬP KHẨU P&A, 0109448495,/0109448495-cong-ty-tnhh-thuong-mai-xuat-nhap-khau-p-a
CÔNG TY TNHH MÔI GIỚI XUẤT NHẬP KHẨU FLASH, 0109411978,/0109411978-cong-ty-tnhh-moi-gioi-xuat-nhap-khau-flash
CÔNG TY TNHH PHÁT TRIỂN GIẢI PHÁP ÂM THANH TẤT SANG, 0109388013,/0109388013-cong-ty-tnhh-phat-trien-giai-phap-am-thanh-tat-sang
CÔNG TY TNHH DƯỢC PHẨM QUỐC TẾ ĐTH HOÀNG KIM, 0109380430,/0109380430-cong-ty-tnhh-duoc-pham-quoc-te-dth-hoang-kim
CÔNG TY TNHH PHÁT TRIỂN DỊCH VỤ VÀ ĐẦU TƯ ANH TUẤN, 0109372824,/0109372824-cong-ty-tnhh-phat-trien-dich-vu-va-dau-tu-anh-tuan
CÔNG TY TNHH XÂY DỰNG KỸ THUẬT TÂM TRÍ 168, 0109328208,/0109328208-cong-ty-tnhh-xay-dung-ky-thuat-tam-tri-168
CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI GIẢI TRÍ ĐẠI DƯƠNG 86, 0109274168,/0109274168-cong-ty-tnhh-dau-tu-thuong-mai-giai-tri-dai-duong-86
CÔNG TY TNHH KINH DOANH THƯƠNG MẠI SƠN HẢI, 0107833727,/0107833727-cong-ty-tnhh-kinh-doanh-thuong-mai-son-hai
CÔNG TY TNHH XÂY DỰNG VÀ THƯƠNG MẠI PHƯƠNG CHI, 0107805991,/0107805991-cong-ty-tnhh-xay-dung-va-thuong-mai-phuong-chi
CÔNG TY CỔ PHẦN XÂY DỰNG VÀ THƯƠNG MẠI TTK, 0109139433,/0109139433-cong-ty-co-phan-xay-dung-va-thuong-mai-ttk
CÔNG TY TNHH DƯỢC PHẨM THANH QUANG ĐƯỜNG, 0108958091,/0108958091-cong-ty-tnhh-duoc-pham-thanh-quang-duong
CÔNG TY TNHH CÔNG NGHỆ TINIBITS, 0108840942,/0108840942-cong-ty-tnhh-cong-nghe-tinibits
CHI NHÁNH CÔNG TY CỔ PHẦN NQ VIỆT NAM TẠI CHƯƠNG MỸ, 0107490244-002,/0107490244-002-chi-nhanh-cong-ty-co-phan-nq-viet-nam-tai-chuong-my
CÔNG TY TNHH SƠN KOHLER VIỆT NAM, 0107940694,/0107940694-cong-ty-tnhh-son-kohler-viet-nam
CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI PHI HIỀN, 0107782536,/0107782536-cong-ty-tnhh-dich-vu-va-thuong-mai-phi-hien
CÔNG TY CỔ PHẦN CKV ANH VIỆT, 0106065127,/0106065127-cong-ty-co-phan-ckv-anh-viet
UBND XÃ HOÀNG DIỆU, 0103995237,/0103995237-ubnd-xa-hoang-dieu
TRƯỜNG THCS HOÀNG DIỆU, 0103996061,/0103996061-truong-thcs-hoang-dieu
TRƯỜNG MẦM NON HOÀNG DIỆU, 0104130469,/0104130469-truong-mam-non-hoang-dieu
CÔNG TY TNHH SẢN XUẤT VÀ PHÁT TRIỂN HỖ TRỢ LƯƠNG THỰC HÀ NỘI, 0106098965,/0106098965-cong-ty-tnhh-san-xuat-va-phat-trien-ho-tro-luong-thuc-ha-noi
CÔNG TY TNHH PHÁT TRIỂN XÂY DỰNG VÀ THƯƠNG MẠI NGÂN HÀ, 0106599908,/0106599908-cong-ty-tnhh-phat-trien-xay-dung-va-thuong-mai-ngan-ha
Nguyễn Thị Hương (hùng), Mã số thuế cá nhân: 0107153834,/Mã số thuế cá nhân: 0107153834-nguyen-thi-huong-hung
HỢP TÁC XÃ AN HOÀNG, 0107313728,/0107313728-hop-tac-xa-an-hoang
CÔNG TY TNHH THƯƠNG MẠI VÀ THIẾT BỊ TIẾN DŨNG, 0107364190,/0107364190-cong-ty-tnhh-thuong-mai-va-thiet-bi-tien-dung
CÔNG TY TNHH DỊCH VỤ TỔNG HỢP MÔI TRƯỜNG HẬU TIẾN THÀNH, 0107469644,/0107469644-cong-ty-tnhh-dich-vu-tong-hop-moi-truong-hau-tien-thanh
CÔNG TY TNHH TM&DV NAM KHÔI, 0107505250,/0107505250-cong-ty-tnhh-tm-dv-nam-khoi
CÔNG TY TNHH THƯƠNG MẠI DP QUỐC TẾ TRIFACO, 0107517150,/0107517150-cong-ty-tnhh-thuong-mai-dp-quoc-te-trifaco
CÔNG TY TNHH ĐẦU TƯ TIN TIN, 0107530472,/0107530472-cong-ty-tnhh-dau-tu-tin-tin
CÔNG TY TNHH ĐO ĐẠC CHƯƠNG MỸ, 0107578266,/0107578266-cong-ty-tnhh-do-dac-chuong-my
CÔNG TY CỔ PHẦN CÔNG NGHỆ THIẾT BỊ GIÁO DỤC VÀ MÔI TRƯỜNG SAO NAM, 0107919501,/0107919501-cong-ty-co-phan-cong-nghe-thiet-bi-giao-duc-va-moi-truong-sao-nam
CÔNG TY TNHH TM&DV GIA KHOA, 0108100761,/0108100761-cong-ty-tnhh-tm-dv-gia-khoa
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ THÌN ANH, 0108235776,/0108235776-cong-ty-tnhh-thuong-mai-va-dich-vu-thin-anh
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ QUẢNG CÁO VÀ NỘI THẤT FLASH, 0108323165,/0108323165-cong-ty-tnhh-thuong-mai-dich-vu-quang-cao-va-noi-that-flash
CÔNG TY TNHH MAY VÀ THƯƠNG MẠI HOÀNG DIỆU, 0108361996,/0108361996-cong-ty-tnhh-may-va-thuong-mai-hoang-dieu
CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI DOANH NGỌC, 0108482750,/0108482750-cong-ty-tnhh-san-xuat-va-thuong-mai-doanh-ngoc
CÔNG TY TNHH THƯƠNG MẠI VÀ PHÁT TRIỂN DỊCH VỤ HOÀNG TIẾN, 0105899779,/0105899779-cong-ty-tnhh-thuong-mai-va-phat-trien-dich-vu-hoang-tien
CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI VÀ DỊCH VỤ PHÚ QUÝ, 0106084994,/0106084994-cong-ty-tnhh-dau-tu-thuong-mai-va-dich-vu-phu-quy
CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI VÀ DỊCH VỤ BẮC KIỀU PHONG, 0108011504,/0108011504-cong-ty-tnhh-dau-tu-thuong-mai-va-dich-vu-bac-kieu-phong
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ ĐẦU TƯ LINH DƯƠNG, 0107765361,/0107765361-cong-ty-tnhh-thuong-mai-va-dich-vu-dau-tu-linh-duong
CÔNG TY TNHH PHÁT TRIỂN THƯƠNG MẠI DỊCH VỤ TỔNG HỢP TRƯỜNG XUÂN, 0106172496,/0106172496-cong-ty-tnhh-phat-trien-thuong-mai-dich-vu-tong-hop-truong-xuan
CÔNG TY CỔ PHẦN SẢN XUẤT VÀ THƯƠNG MẠI BAO BÌ TÂM THƯ, 0107068226,/0107068226-cong-ty-co-phan-san-xuat-va-thuong-mai-bao-bi-tam-thu
CÔNG TY CP ĐẦU TƯ VDK, 0108204859,/0108204859-cong-ty-cp-dau-tu-vdk
CÔNG TY TNHH NƯỚC SẠCH BẠCH ĐẰNG - HÀ NỘI, 0107552275,/0107552275-cong-ty-tnhh-nuoc-sach-bach-dang-ha-noi
CÔNG TY TNHH DỊCH VỤ THƯƠNG MẠI VẬN TẢI THÀNH CÔNG, 0107339571,/0107339571-cong-ty-tnhh-dich-vu-thuong-mai-van-tai-thanh-cong
CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI TRƯỜNG THIỆN, 0106253498,/0106253498-cong-ty-tnhh-san-xuat-va-thuong-mai-truong-thien
CÔNG TY TNHH CƠ KHÍ XÂY DỰNG HOÀNG ANH, 0105341536,/0105341536-cong-ty-tnhh-co-khi-xay-dung-hoang-anh
HỢP TÁC XÃ HOÀNG PHÁT, 0104403324,/0104403324-hop-tac-xa-hoang-phat
CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG VÀ THƯƠNG MẠI QUANG TÀI THỊNH, 0105109389,/0105109389-cong-ty-co-phan-dau-tu-xay-dung-va-thuong-mai-quang-tai-thinh
CÔNG TY TNHH PHÁT TRIỂN THƯƠNG MẠI VÀ DỊCH VỤ HOÀNG LIÊN, 0105304446,/0105304446-cong-ty-tnhh-phat-trien-thuong-mai-va-dich-vu-hoang-lien
LÊ TUẤN TIẾN, 0103995237-001,/0103995237-001-le-tuan-tien
CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI VÀ XĂNG DẦU HOÀNG DIỆU, 0105482985,/0105482985-cong-ty-tnhh-san-xuat-thuong-mai-va-xang-dau-hoang-dieu
CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG THƯƠNG MẠI VÀ DỊCH VỤ ANH KHIÊM, 0105002526,/0105002526-cong-ty-co-phan-dau-tu-xay-dung-thuong-mai-va-dich-vu-anh-khiem
CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI TIẾN HƯNG TRANG, 0104879184,/0104879184-cong-ty-tnhh-san-xuat-va-thuong-mai-tien-hung-trang
TRƯỜNG TIỂU HỌC HOÀNG DIỆU, 0500607201,/0500607201-truong-tieu-hoc-hoang-dieu
CÔNG TY TNHH THƯƠNG MẠI VÀ PHÁT TRIỂN DỊCH VỤ NGUYÊN HOÀNG, 0105873467,/0105873467-cong-ty-tnhh-thuong-mai-va-phat-trien-dich-vu-nguyen-hoang
CÔNG TY CỔ PHẦN TƯ VẤN - XÂY DỰNG LEGICO, 0104574584,/0104574584-cong-ty-co-phan-tu-van-xay-dung-legico
CÔNG TY TNHH ĐẦU TƯ VÀ THƯƠNG MẠI NAM CƯỜNG, 0102032836,/0102032836-cong-ty-tnhh-dau-tu-va-thuong-mai-nam-cuong
VĂN PHÒNG ĐẠI DIỆN - CÔNG TY TNHH THIỆN AN GROUP, 0110339980-001,/0110339980-001-van-phong-dai-dien-cong-ty-tnhh-thien-an-group
CÔNG TY TNHH KEVA HOME VIỆT NAM, 0111041347,/0111041347-cong-ty-tnhh-keva-home-viet-nam
CÔNG TY TNHH THƯƠNG MẠI VÀ CÔNG TRÌNH XÂY DỰNG MINH PHÁT, 0111023891,/0111023891-cong-ty-tnhh-thuong-mai-va-cong-trinh-xay-dung-minh-phat
CÔNG TY CỔ PHẦN KIẾN TRÚC VÀ XÂY DỰNG VIỆT AN GIA, 0111021372,/0111021372-cong-ty-co-phan-kien-truc-va-xay-dung-viet-an-gia
CÔNG TY TNHH DOANH NGHIỆP XÃ HỘI NATURE WIZE VIETNAM, 0110987188,/0110987188-cong-ty-tnhh-doanh-nghiep-xa-hoi-nature-wize-vietnam
CÔNG TY TNHH PHÁT TRIỂN GIÁO DỤC NGÂN CHÂU EDU, 0110973178,/0110973178-cong-ty-tnhh-phat-trien-giao-duc-ngan-chau-edu
CÔNG TY TNHH GIÁO DỤC VÀ ĐÀO TẠO NOVA, 0110965473,/0110965473-cong-ty-tnhh-giao-duc-va-dao-tao-nova
CÔNG TY TNHH KINH DOANH THƯƠNG MẠI DỊCH VỤ ĐẠI NGÂN, 0110953397,/0110953397-cong-ty-tnhh-kinh-doanh-thuong-mai-dich-vu-dai-ngan
CÔNG TY TNHH KINH DOANH VÀ SẢN XUẤT NỘI THẤT NGUYÊN VŨ, 0110894871,/0110894871-cong-ty-tnhh-kinh-doanh-va-san-xuat-noi-that-nguyen-vu
CÔNG TY TNHH THƯƠNG MẠI VÀ SẢN XUẤT QUANG TRƯỜNG, 0110864524,/0110864524-cong-ty-tnhh-thuong-mai-va-san-xuat-quang-truong
CÔNG TY TNHH VẬN TẢI VÀ XÂY DỰNG ĐẠI PHƯỚC, 0110825356,/0110825356-cong-ty-tnhh-van-tai-va-xay-dung-dai-phuoc
CÔNG TY TNHH THƯƠNG MẠI AN BẢO HƯNG, 0110781116,/0110781116-cong-ty-tnhh-thuong-mai-an-bao-hung
CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI VÀ XÂY DỰNG NGUYỄN GIA, 0110633710,/0110633710-cong-ty-tnhh-san-xuat-thuong-mai-va-xay-dung-nguyen-gia
